transaction_id,date,location_id,product_id,quantity,unit_price_sold,gross_sales_amt,discount_amount,is_returned,return_reason,year,month,day,product_name,category,sub_category,price,location_type,city,state,region,discount_percentage
1590e9065360,2019-01-09,L001_WEB,P116,1,119.86,119.86,0.0,False,,2019,1,9,Sheer Eau de Parfum,Fragrance,Eau de Parfum,119.86,Web,,,Digital,0.0
f7eb49d876ea,2019-01-13,S024,P087,1,22.48,22.48,0.0,False,,2019,1,13,Matte Eyeshadow Palette,Makeup,Eyeshadow Palette,22.48,Retail Store,Juliechester,IA,Midwest,0.0
1292832d18fa,2019-01-07,S019,P091,2,37.19,74.38,0.0,False,,2019,1,7,Hydrating Eyeshadow Palette,Makeup,Eyeshadow Palette,37.19,Retail Store,Lake Mark,KY,Southwest,0.0
2817d74f8c66,2019-01-23,L001_WEB,P071,1,117.4,117.4,0.0,False,,2019,1,23,Glowing Body Mist,Fragrance,Body Mist,117.4,Web,,,Digital,0.0
507bbbdc15a3,2019-01-08,L001_WEB,P105,1,73.63,73.63,0.0,False,,2019,1,8,Hydrating Toner,Skincare,Toner,73.63,Web,,,Digital,0.0
f87114cc5460,2019-01-21,L001_WEB,P126,1,89.82,89.82,7.75,False,,2019,1,21,Matte Styling Cream,Haircare,Styling Cream,97.57,Web,,,Digital,8.628367846804721
614e93b7bae6,2019-01-08,L001_WEB,P079,1,47.14,47.14,0.0,False,,2019,1,8,Matte Sunscreen,Skincare,Sunscreen,47.14,Web,,,Digital,0.0
dba0f4a0175a,2019-01-12,S006,P109,5,92.6,463.0,0.0,False,,2019,1,12,Repairing Hair Oil,Haircare,Hair Oil,92.6,Retail Store,Robinsonshire,ND,Midwest,0.0
31ab1f2dc779,2019-01-15,S002,P070,1,39.57,39.57,20.78,False,,2019,1,15,Glowing Eau de Parfum,Fragrance,Eau de Parfum,60.35,Retail Store,Lake Curtis,IN,Midwest,52.51453121051301
7df9fb5ce59f,2019-01-24,L001_WEB,P138,4,59.61,238.44,0.0,False,,2019,1,24,Hydrating Styling Cream,Haircare,Styling Cream,59.61,Web,,,Digital,0.0
fa947846b715,2019-01-24,S009,P124,1,103.75,103.75,0.0,False,,2019,1,24,Matte Toner,Skincare,Toner,103.75,Retail Store,South Colinstad,CT,Northeast,0.0
a2c966c7c0e4,2019-01-20,L001_WEB,P073,5,40.81,204.05,0.0,False,,2019,1,20,Volumizing Moisturizer,Skincare,Moisturizer,40.81,Web,,,Digital,0.0
b7de0c49568a,2019-01-12,L001_WEB,P046,1,43.47,43.47,0.0,False,,2019,1,12,Volumizing Eau de Parfum,Fragrance,Eau de Parfum,43.47,Web,,,Digital,0.0
1ac0d5441afe,2019-01-02,L001_WEB,P014,1,87.34,87.34,0.0,False,,2019,1,2,,,,,Web,,,Digital,0.0
ca865d6d7c6d,2019-01-28,S003,P126,1,89.92,89.92,7.65,False,,2019,1,28,Matte Styling Cream,Haircare,Styling Cream,97.57,Retail Store,New Roberttown,WA,West,8.507562277580071
ebd9457d3fdf,2019-01-11,S017,P048,4,68.61,274.44,0.0,False,,2019,1,11,Sheer Conditioner,Haircare,Conditioner,68.61,Retail Store,New Cynthiaside,UT,Southeast,0.0
c1ed9f9d24ee,2019-01-04,L001_WEB,P017,1,88.89,88.89,11.32,False,,2019,1,4,,,,,Web,,,Digital,12.73484081448982
8fe3e461e235,2019-01-05,S005,P145,3,24.76,74.28,6.0,False,,2019,1,5,Sheer Hair Oil,Haircare,Hair Oil,26.76,Retail Store,Lake Debra,AK,Southwest,8.077544426494345
8bf8a1d79531,2019-01-14,S009,P058,2,58.55,117.1,0.0,False,,2019,1,14,Matte Shampoo,Haircare,Shampoo,58.55,Retail Store,South Colinstad,CT,Northeast,0.0
0b919c1d937b,2019-01-10,L001_WEB,P110,1,89.15,89.15,0.0,False,,2019,1,10,Repairing Lipstick,Makeup,Lipstick,89.15,Web,,,Digital,0.0
77eda544e1d0,2019-01-24,S009,P026,3,58.83,176.49,0.0,False,,2019,1,24,,,,,Retail Store,South Colinstad,CT,Northeast,0.0
e968a91ddf3e,2019-01-22,L001_WEB,P021,1,32.94,32.94,0.0,False,,2019,1,22,,,,,Web,,,Digital,0.0
c987e4f48f70,2019-01-01,L001_WEB,P105,1,73.63,73.63,0.0,False,,2019,1,1,Hydrating Toner,Skincare,Toner,73.63,Web,,,Digital,0.0
04252dd94ae2,2019-01-08,S023,P074,2,112.25,224.5,0.0,False,,2019,1,8,Glowing Eau de Parfum,Fragrance,Eau de Parfum,112.25,Retail Store,Thomasberg,MO,Midwest,0.0
22608d3d0eeb,2019-01-22,S024,P060,3,120.43,361.29,0.0,False,,2019,1,22,Long-lasting Body Mist,Fragrance,Body Mist,120.43,Retail Store,Juliechester,IA,Midwest,0.0
bb3c79dd2874,2019-01-22,S018,P051,1,61.08,61.08,0.0,False,,2019,1,22,Hydrating Moisturizer,Skincare,Moisturizer,61.08,Retail Store,East Steven,VA,Southeast,0.0
4fa07b26cbc6,2019-01-30,L001_WEB,P069,2,83.69,167.38,11.94,False,,2019,1,30,Matte Body Mist,Fragrance,Body Mist,89.66,Web,,,Digital,7.133468753734018
75cb1f612ab7,2019-01-24,L001_WEB,P146,3,124.99,374.97,0.0,False,,2019,1,24,Hydrating Sunscreen,Skincare,Sunscreen,124.99,Web,,,Digital,0.0
3535d83caa5f,2019-01-10,S012,P104,3,38.34,115.02,0.0,False,,2019,1,10,Volumizing Toner,Skincare,Toner,38.34,Retail Store,Barbaraland,MP,Southeast,0.0
fd9565051e41,2019-01-03,S002,P011,2,28.81,57.62,0.0,False,,2019,1,3,,,,,Retail Store,Lake Curtis,IN,Midwest,0.0
ac2e05bee8e9,2019-01-01,L001_WEB,P024,1,27.73,27.73,0.0,False,,2019,1,1,,,,,Web,,,Digital,0.0
c6ae7f63e95c,2019-01-19,S004,P006,5,46.3,231.5,0.0,False,,2019,1,19,,,,,Retail Store,East William,CO,Southeast,0.0
fa73db6e43b7,2019-01-02,L001_WEB,P045,1,114.88,114.88,0.0,False,,2019,1,2,Hydrating Serum,Skincare,Serum,114.88,Web,,,Digital,0.0
495ccc8a073d,2019-01-06,S022,P150,1,119.41,119.41,0.0,False,,2019,1,6,Volumizing Shampoo,Haircare,Shampoo,119.41,Retail Store,Jasonfort,FM,Southeast,0.0
ad9f7860469c,2019-01-16,L001_WEB,P090,1,110.51,110.51,0.0,False,,2019,1,16,Matte Conditioner,Haircare,Conditioner,110.51,Web,,,Digital,0.0
1865912d7836,2019-01-06,S011,P085,1,17.39,17.39,8.66,False,,2019,1,6,Hydrating Shampoo,Haircare,Shampoo,26.05,Retail Store,South Christianport,ND,Midwest,49.79873490511788
5b1d6c354d78,2019-01-25,L001_WEB,P141,1,80.24,80.24,6.53,False,,2019,1,25,Hydrating Shampoo,Haircare,Shampoo,86.77,Web,,,Digital,8.138085742771686
2712653f7daf,2019-01-25,S006,P104,2,38.34,76.68,0.0,True,Gift Return,2019,1,25,Volumizing Toner,Skincare,Toner,38.34,Retail Store,Robinsonshire,ND,Midwest,0.0
9abe31214326,2019-01-15,S007,P106,1,25.49,25.49,0.0,False,,2019,1,15,Repairing Mascara,Makeup,Mascara,25.49,Retail Store,Port Lindachester,KY,Southeast,0.0
229bcf80b53f,2019-01-16,L001_WEB,P114,2,102.93,205.86,0.0,False,,2019,1,16,Repairing Blush,Makeup,Blush,102.93,Web,,,Digital,0.0
0064b1bdb7a2,2019-01-30,S024,P074,1,112.25,112.25,0.0,False,,2019,1,30,Glowing Eau de Parfum,Fragrance,Eau de Parfum,112.25,Retail Store,Juliechester,IA,Midwest,0.0
9b91736d89c7,2019-01-21,S016,P062,2,76.01,152.02,0.0,True,Wrong Shade,2019,1,21,Long-lasting Sunscreen,Skincare,Sunscreen,76.01,Retail Store,Michaelview,GA,Southwest,0.0
70e879910183,2019-01-03,S023,P058,5,58.55,292.75,0.0,False,,2019,1,3,Matte Shampoo,Haircare,Shampoo,58.55,Retail Store,Thomasberg,MO,Midwest,0.0
e017a3c65bcc,2019-01-04,S021,P040,1,98.81,98.81,0.0,False,,2019,1,4,Volumizing Conditioner,Haircare,Conditioner,98.81,Retail Store,Carlshire,MO,Midwest,0.0
a1719abbe1b0,2019-01-09,S009,P107,2,88.98,177.96,0.0,False,,2019,1,9,Glowing Rollerball,Fragrance,Rollerball,88.98,Retail Store,South Colinstad,CT,Northeast,0.0
2b273502f9a6,2019-01-18,S022,P038,1,31.46,31.46,0.0,False,,2019,1,18,Sheer Sunscreen,Skincare,Sunscreen,31.46,Retail Store,Jasonfort,FM,Southeast,0.0
bd8ffff78e7c,2019-01-29,L001_WEB,P035,2,104.32,208.64,0.0,False,,2019,1,29,Sheer Cleanser,Skincare,Cleanser,104.32,Web,,,Digital,0.0
8029448ec21a,2019-01-14,L001_WEB,P088,3,40.48,121.44,0.0,False,,2019,1,14,Glowing Eau de Parfum,Fragrance,Eau de Parfum,40.48,Web,,,Digital,0.0
a18bef22d35b,2019-01-10,L001_WEB,P077,2,117.7,235.4,0.0,False,,2019,1,10,Glowing Sunscreen,Skincare,Sunscreen,117.7,Web,,,Digital,0.0
eb6cddaece1f,2019-01-28,L001_WEB,P039,1,74.46,74.46,0.0,False,,2019,1,28,Glowing Conditioner,Haircare,Conditioner,74.46,Web,,,Digital,0.0
b108d49fec87,2019-01-25,L001_WEB,P140,1,20.89,20.89,0.0,False,,2019,1,25,Volumizing Blush,Makeup,Blush,20.89,Web,,,Digital,0.0
9dcaaa1705d2,2019-01-23,L001_WEB,P062,1,76.01,76.01,0.0,False,,2019,1,23,Long-lasting Sunscreen,Skincare,Sunscreen,76.01,Web,,,Digital,0.0
e897e80acc43,2019-01-02,S018,P082,2,63.32,126.64,0.0,False,,2019,1,2,Long-lasting Moisturizer,Skincare,Moisturizer,63.32,Retail Store,East Steven,VA,Southeast,0.0
a1050a472e84,2019-01-13,L001_WEB,P039,1,67.0,67.0,7.46,False,,2019,1,13,Glowing Conditioner,Haircare,Conditioner,74.46,Web,,,Digital,11.134328358208956
00bac79d1295,2019-01-28,L001_WEB,P026,2,58.83,117.66,0.0,False,,2019,1,28,,,,,Web,,,Digital,0.0
6a3e60af6855,2019-01-15,S006,P004,2,80.57,161.14,79.7,False,,2019,1,15,,,,,Retail Store,Robinsonshire,ND,Midwest,49.46009681022714
2e31a9796e75,2019-01-16,L001_WEB,P068,1,80.45,80.45,0.0,False,,2019,1,16,Long-lasting Toner,Skincare,Toner,80.45,Web,,,Digital,0.0
9e9dfcaf5dc4,2019-01-28,S017,P085,2,26.05,52.1,0.0,False,,2019,1,28,Hydrating Shampoo,Haircare,Shampoo,26.05,Retail Store,New Cynthiaside,UT,Southeast,0.0
082ebf94bb03,2019-01-11,L001_WEB,P125,2,99.23,198.46,11.96,False,,2019,1,11,Volumizing Body Mist,Fragrance,Body Mist,105.21,Web,,,Digital,6.02640330545198
3e7fc0dad8e5,2019-01-30,S025,P074,5,112.25,561.25,0.0,False,,2019,1,30,Glowing Eau de Parfum,Fragrance,Eau de Parfum,112.25,Retail Store,Coxberg,MH,Southeast,0.0
03628c4ddfda,2019-01-04,S016,P026,1,58.83,58.83,0.0,False,,2019,1,4,,,,,Retail Store,Michaelview,GA,Southwest,0.0
03b937df5ac1,2019-01-02,L001_WEB,P084,2,97.31,194.62,0.0,False,,2019,1,2,Matte Mascara,Makeup,Mascara,97.31,Web,,,Digital,0.0
145772e1d9ef,2019-01-05,L001_WEB,P063,1,80.51,80.51,0.0,False,,2019,1,5,Hydrating Eau de Parfum,Fragrance,Eau de Parfum,80.51,Web,,,Digital,0.0
51f668be4b82,2019-01-06,S018,P045,1,114.88,114.88,0.0,False,,2019,1,6,Hydrating Serum,Skincare,Serum,114.88,Retail Store,East Steven,VA,Southeast,0.0
73227f5bfcf2,2019-01-08,S013,P128,3,85.06,255.18,0.0,False,,2019,1,8,Repairing Rollerball,Fragrance,Rollerball,85.06,Retail Store,Port Keith,AZ,Southeast,0.0
6adb3bca8c08,2019-01-09,S014,P118,1,38.43,38.43,5.77,False,,2019,1,9,Hydrating Foundation,Makeup,Foundation,44.2,Retail Store,Port Craig,CO,Southeast,15.01431173562321
ead6ad3ecd54,2019-01-22,S016,P140,1,20.89,20.89,0.0,False,,2019,1,22,Volumizing Blush,Makeup,Blush,20.89,Retail Store,Michaelview,GA,Southwest,0.0
c960bec7cf23,2019-01-19,L001_WEB,P077,1,117.7,117.7,0.0,False,,2019,1,19,Glowing Sunscreen,Skincare,Sunscreen,117.7,Web,,,Digital,0.0
ee8a6e31f39b,2019-01-28,L001_WEB,P078,1,30.35,30.35,0.0,False,,2019,1,28,Glowing Serum,Skincare,Serum,30.35,Web,,,Digital,0.0
e8853a0e8324,2019-01-08,L001_WEB,P098,1,110.49,110.49,0.0,False,,2019,1,8,Glowing Hair Oil,Haircare,Hair Oil,110.49,Web,,,Digital,0.0
00a87926c6ce,2019-01-10,S020,P006,4,46.3,185.2,0.0,False,,2019,1,10,,,,,Retail Store,East Lydiamouth,WI,Midwest,0.0
5dfcd2c46a39,2019-01-19,S010,P013,3,40.42,121.26,0.0,False,,2019,1,19,,,,,Retail Store,Lindsaymouth,PA,Northeast,0.0
04c92aa617d9,2019-01-29,L001_WEB,P074,2,112.25,224.5,0.0,False,,2019,1,29,Glowing Eau de Parfum,Fragrance,Eau de Parfum,112.25,Web,,,Digital,0.0
b4b4ce4a973b,2019-01-08,L001_WEB,P049,1,28.37,28.37,0.0,False,,2019,1,8,Hydrating Conditioner,Haircare,Conditioner,28.37,Web,,,Digital,0.0
e24de5f2400e,2019-01-22,L001_WEB,P036,1,111.95,111.95,0.0,False,,2019,1,22,Matte Foundation,Makeup,Foundation,111.95,Web,,,Digital,0.0
881f4fd97ff0,2019-01-10,L001_WEB,P113,1,65.27,65.27,0.0,False,,2019,1,10,Repairing Hair Oil,Haircare,Hair Oil,65.27,Web,,,Digital,0.0
7efb6dad06bc,2019-01-30,S014,P076,1,87.98,87.98,0.0,False,,2019,1,30,Sheer Rollerball,Fragrance,Rollerball,87.98,Retail Store,Port Craig,CO,Southeast,0.0
8b7aa7557b1f,2019-01-26,S010,P139,2,68.01,136.02,0.0,False,,2019,1,26,Sheer Conditioner,Haircare,Conditioner,68.01,Retail Store,Lindsaymouth,PA,Northeast,0.0
4bd4fe2bf55c,2019-01-09,S021,P043,1,54.18,54.18,0.0,False,,2019,1,9,Hydrating Lipstick,Makeup,Lipstick,54.18,Retail Store,Carlshire,MO,Midwest,0.0
eb3beefe7ee1,2019-01-26,S004,P076,2,87.98,175.96,0.0,False,,2019,1,26,Sheer Rollerball,Fragrance,Rollerball,87.98,Retail Store,East William,CO,Southeast,0.0
7de7cc15e80f,2019-01-31,L001_WEB,P020,1,71.42,71.42,0.0,False,,2019,1,31,,,,,Web,,,Digital,0.0
87d809f6d87e,2019-01-24,S014,P102,4,81.83,327.32,0.0,False,,2019,1,24,Hydrating Eau de Parfum,Fragrance,Eau de Parfum,81.83,Retail Store,Port Craig,CO,Southeast,0.0
2b7ea7d84b94,2019-01-26,S016,P102,1,81.83,81.83,0.0,False,,2019,1,26,Hydrating Eau de Parfum,Fragrance,Eau de Parfum,81.83,Retail Store,Michaelview,GA,Southwest,0.0
4a4723d2482d,2019-01-22,S007,P068,1,80.45,80.45,0.0,False,,2019,1,22,Long-lasting Toner,Skincare,Toner,80.45,Retail Store,Port Lindachester,KY,Southeast,0.0
779d9a87f19f,2019-01-04,S016,P060,1,120.43,120.43,0.0,False,,2019,1,4,Long-lasting Body Mist,Fragrance,Body Mist,120.43,Retail Store,Michaelview,GA,Southwest,0.0
f5fbb27774cc,2019-01-11,S004,P057,1,69.51,69.51,0.0,False,,2019,1,11,Repairing Eyeshadow Palette,Makeup,Eyeshadow Palette,69.51,Retail Store,East William,CO,Southeast,0.0
0067d53b6681,2019-01-23,S006,P078,1,24.0,24.0,6.35,False,,2019,1,23,Glowing Serum,Skincare,Serum,30.35,Retail Store,Robinsonshire,ND,Midwest,26.458333333333332
7f3f8287260e,2019-01-16,S002,P030,1,18.35,18.35,0.0,False,,2019,1,16,Repairing Conditioner,Haircare,Conditioner,18.35,Retail Store,Lake Curtis,IN,Midwest,0.0
fceb3b6c21a3,2019-01-15,L001_WEB,P095,1,105.37,105.37,0.0,False,,2019,1,15,Matte Conditioner,Haircare,Conditioner,105.37,Web,,,Digital,0.0
9a1555331def,2019-01-14,L001_WEB,P040,2,98.81,197.62,0.0,False,,2019,1,14,Volumizing Conditioner,Haircare,Conditioner,98.81,Web,,,Digital,0.0
28ad0b5f0e49,2019-01-20,L001_WEB,P105,3,73.63,220.89,0.0,False,,2019,1,20,Hydrating Toner,Skincare,Toner,73.63,Web,,,Digital,0.0
deba708225c8,2019-01-07,S010,P114,1,102.93,102.93,0.0,False,,2019,1,7,Repairing Blush,Makeup,Blush,102.93,Retail Store,Lindsaymouth,PA,Northeast,0.0
9a81400c9479,2019-01-22,L001_WEB,P095,1,105.37,105.37,0.0,False,,2019,1,22,Matte Conditioner,Haircare,Conditioner,105.37,Web,,,Digital,0.0
d37d41cd5afc,2019-01-13,S005,P071,1,117.4,117.4,0.0,False,,2019,1,13,Glowing Body Mist,Fragrance,Body Mist,117.4,Retail Store,Lake Debra,AK,Southwest,0.0
026be775e31b,2019-01-15,S022,P024,1,27.73,27.73,0.0,False,,2019,1,15,,,,,Retail Store,Jasonfort,FM,Southeast,0.0
6ecd964cd9a4,2019-01-01,L001_WEB,P013,2,40.42,80.84,0.0,False,,2019,1,1,,,,,Web,,,Digital,0.0
89a89a99a00f,2019-01-19,S001,P053,1,37.63,37.63,0.0,False,,2019,1,19,Repairing Conditioner,Haircare,Conditioner,37.63,Retail Store,North Judithbury,SC,Southeast,0.0
5f52c77e1aeb,2019-01-07,S015,P060,1,120.43,120.43,0.0,False,,2019,1,7,Long-lasting Body Mist,Fragrance,Body Mist,120.43,Retail Store,Reidstad,KY,Southeast,0.0
cd7dba192306,2019-01-01,L001_WEB,P071,2,117.4,234.8,0.0,False,,2019,1,1,Glowing Body Mist,Fragrance,Body Mist,117.4,Web,,,Digital,0.0
1c4e80094935,2019-01-09,L001_WEB,P045,1,114.88,114.88,0.0,False,,2019,1,9,Hydrating Serum,Skincare,Serum,114.88,Web,,,Digital,0.0
363ff7cd4c29,2019-01-12,L001_WEB,P061,1,45.94,45.94,3.81,False,,2019,1,12,Matte Conditioner,Haircare,Conditioner,49.75,Web,,,Digital,8.29342620809752
b17638e1988f,2019-01-14,L001_WEB,P135,1,62.49,62.49,6.55,False,,2019,1,14,Repairing Sunscreen,Skincare,Sunscreen,69.04,Web,,,Digital,10.481677068330933
773e05e9a63c,2019-01-19,S023,P028,1,76.28,76.28,36.39,False,,2019,1,19,Long-lasting Moisturizer,Skincare,Moisturizer,112.67,Retail Store,Thomasberg,MO,Midwest,47.70582066072365
7e928a7c8018,2019-01-30,S018,P134,1,114.82,114.82,0.0,False,,2019,1,30,Repairing Eyeshadow Palette,Makeup,Eyeshadow Palette,114.82,Retail Store,East Steven,VA,Southeast,0.0
320cf1985ed6,2019-01-16,S010,P103,1,51.56,51.56,0.0,False,,2019,1,16,Sheer Rollerball,Fragrance,Rollerball,51.56,Retail Store,Lindsaymouth,PA,Northeast,0.0
26ddb0191650,2019-01-15,S020,P019,2,19.32,38.64,11.52,False,,2019,1,15,,,,,Retail Store,East Lydiamouth,WI,Midwest,29.81366459627329
6723e7b4b03a,2019-01-20,S017,P150,1,119.41,119.41,0.0,False,,2019,1,20,Volumizing Shampoo,Haircare,Shampoo,119.41,Retail Store,New Cynthiaside,UT,Southeast,0.0
ffbb8ca2313d,2019-01-17,L001_WEB,P076,1,87.98,87.98,0.0,False,,2019,1,17,Sheer Rollerball,Fragrance,Rollerball,87.98,Web,,,Digital,0.0
b55aa253705c,2019-01-23,S021,P030,2,18.35,36.7,0.0,False,,2019,1,23,Repairing Conditioner,Haircare,Conditioner,18.35,Retail Store,Carlshire,MO,Midwest,0.0
224baa2f9e9c,2019-01-24,S006,P056,1,108.81,108.81,0.0,False,,2019,1,24,Sheer Moisturizer,Skincare,Moisturizer,108.81,Retail Store,Robinsonshire,ND,Midwest,0.0
7b238856d7ff,2019-01-27,S017,P117,1,104.3,104.3,0.0,False,,2019,1,27,Matte Mascara,Makeup,Mascara,104.3,Retail Store,New Cynthiaside,UT,Southeast,0.0
86041056c2cb,2019-01-11,S021,P066,1,73.08,73.08,45.67,False,,2019,1,11,Hydrating Eyeshadow Palette,Makeup,Eyeshadow Palette,118.75,Retail Store,Carlshire,MO,Midwest,62.49315818281336
c05965732fa0,2019-01-27,L001_WEB,P022,1,55.93,55.93,7.91,False,,2019,1,27,,,,,Web,,,Digital,14.14267834793492
46f268761f39,2019-01-18,L001_WEB,P016,1,123.88,123.88,0.0,False,,2019,1,18,,,,,Web,,,Digital,0.0
2d502ef1fbcd,2019-01-04,L001_WEB,P106,1,25.49,25.49,0.0,False,,2019,1,4,Repairing Mascara,Makeup,Mascara,25.49,Web,,,Digital,0.0
19398f2ca534,2019-01-28,S002,P014,4,87.34,349.36,0.0,False,,2019,1,28,,,,,Retail Store,Lake Curtis,IN,Midwest,0.0
662995068f97,2019-01-19,S018,P130,1,52.21,52.21,0.0,False,,2019,1,19,Glowing Mascara,Makeup,Mascara,52.21,Retail Store,East Steven,VA,Southeast,0.0
9fed6fe6531e,2019-01-04,S020,P090,2,71.55,143.1,77.92,False,,2019,1,4,Matte Conditioner,Haircare,Conditioner,110.51,Retail Store,East Lydiamouth,WI,Midwest,54.451432564640115
f5f1e239abff,2019-01-26,L001_WEB,P110,2,89.15,178.3,0.0,False,,2019,1,26,Repairing Lipstick,Makeup,Lipstick,89.15,Web,,,Digital,0.0
503b6aeff1f5,2019-01-20,S005,P143,1,66.65,66.65,0.0,False,,2019,1,20,Matte Hair Oil,Haircare,Hair Oil,66.65,Retail Store,Lake Debra,AK,Southwest,0.0
90d289748b26,2019-01-09,S001,P008,1,49.37,49.37,0.0,False,,2019,1,9,,,,,Retail Store,North Judithbury,SC,Southeast,0.0
559f2b6347fd,2019-01-11,L001_WEB,P090,1,110.51,110.51,0.0,False,,2019,1,11,Matte Conditioner,Haircare,Conditioner,110.51,Web,,,Digital,0.0
882a6b416a35,2019-01-13,L001_WEB,P018,1,21.43,21.43,0.0,False,,2019,1,13,,,,,Web,,,Digital,0.0
04748bba878f,2019-01-24,L001_WEB,P136,1,59.73,59.73,0.0,False,,2019,1,24,Sheer Body Mist,Fragrance,Body Mist,59.73,Web,,,Digital,0.0
b91b11d05e2e,2019-01-12,S023,P080,2,91.56,183.12,0.0,False,,2019,1,12,Matte Mascara,Makeup,Mascara,91.56,Retail Store,Thomasberg,MO,Midwest,0.0
4dda92873a02,2019-01-03,L001_WEB,P014,1,87.34,87.34,0.0,False,,2019,1,3,,,,,Web,,,Digital,0.0
ca3f812ebc80,2019-01-03,S005,P070,1,60.35,60.35,0.0,False,,2019,1,3,Glowing Eau de Parfum,Fragrance,Eau de Parfum,60.35,Retail Store,Lake Debra,AK,Southwest,0.0
d540e5699108,2019-01-14,S013,P070,1,60.35,60.35,0.0,False,,2019,1,14,Glowing Eau de Parfum,Fragrance,Eau de Parfum,60.35,Retail Store,Port Keith,AZ,Southeast,0.0
7a03830147b7,2019-01-04,L001_WEB,P073,1,40.81,40.81,0.0,False,,2019,1,4,Volumizing Moisturizer,Skincare,Moisturizer,40.81,Web,,,Digital,0.0
cafaad0a306d,2019-01-10,S024,P012,1,107.25,107.25,0.0,False,,2019,1,10,,,,,Retail Store,Juliechester,IA,Midwest,0.0
313edf59bdb3,2019-01-07,S024,P078,3,30.35,91.05,0.0,False,,2019,1,7,Glowing Serum,Skincare,Serum,30.35,Retail Store,Juliechester,IA,Midwest,0.0
bba160951144,2019-01-10,L001_WEB,P084,1,97.31,97.31,0.0,False,,2019,1,10,Matte Mascara,Makeup,Mascara,97.31,Web,,,Digital,0.0
c8b3309b1544,2019-01-05,S005,P098,1,110.49,110.49,0.0,False,,2019,1,5,Glowing Hair Oil,Haircare,Hair Oil,110.49,Retail Store,Lake Debra,AK,Southwest,0.0
d3f8fdc633c4,2019-01-22,L001_WEB,P091,1,37.19,37.19,0.0,False,,2019,1,22,Hydrating Eyeshadow Palette,Makeup,Eyeshadow Palette,37.19,Web,,,Digital,0.0
17b762d3befc,2019-01-01,L001_WEB,P118,3,44.2,132.6,0.0,False,,2019,1,1,Hydrating Foundation,Makeup,Foundation,44.2,Web,,,Digital,0.0
5d6b2c7d5026,2019-01-19,L001_WEB,P104,2,38.34,76.68,0.0,False,,2019,1,19,Volumizing Toner,Skincare,Toner,38.34,Web,,,Digital,0.0
262f5f144edf,2019-01-01,S009,P084,1,97.31,97.31,0.0,False,,2019,1,1,Matte Mascara,Makeup,Mascara,97.31,Retail Store,South Colinstad,CT,Northeast,0.0
9d0a46ce420f,2019-01-23,S005,P093,1,102.25,102.25,0.0,False,,2019,1,23,Matte Mascara,Makeup,Mascara,102.25,Retail Store,Lake Debra,AK,Southwest,0.0
2f0be436d4d3,2019-01-19,L001_WEB,P103,1,51.56,51.56,0.0,False,,2019,1,19,Sheer Rollerball,Fragrance,Rollerball,51.56,Web,,,Digital,0.0
ee2718d4627a,2019-01-11,L001_WEB,P057,1,69.51,69.51,0.0,False,,2019,1,11,Repairing Eyeshadow Palette,Makeup,Eyeshadow Palette,69.51,Web,,,Digital,0.0
eb642357f580,2019-01-04,S022,P136,1,59.73,59.73,0.0,False,,2019,1,4,Sheer Body Mist,Fragrance,Body Mist,59.73,Retail Store,Jasonfort,FM,Southeast,0.0
